date;price
20131028;151.1100000
20131029;150.2900000
20131030;151.6800000
20131031;149.5300000
20131101;150.4000000
20131105;150.8400000
20131106;149.6000000
20131107;146.9600000
20131108;149.4300000
20131111;148.3600000
20131112;144.9900000
20131113;145.6100000
20131114;143.9300000
20131115;147.0000000
20131118;147.6100000
20131119;149.7300000
20131120;148.3600000
20131121;149.0000000
20131122;149.3000000
20131125;149.8300000
20131126;148.2000000
20131127;143.3000000
20131128;142.9700000
20131129;142.3000000
20131202;142.9700000
20131203;141.0100000
20131204;139.0600000
20131205;137.0200000
20131206;135.7100000
20131209;137.7500000
20131210;138.6000000
20131211;137.1000000
20131212;135.7500000
20131213;134.1800000
20131216;132.7000000
20131217;136.5000000
20131218;139.0000000
20131219;141.0100000
20131220;140.4500000
20131223;142.2200000
20131224;141.6000000
20131225;141.7500000
20131226;141.0000000
20131227;140.6000000
20131230;138.8000000
20140106;137.5800000
20140108;136.6200000
20140109;137.3300000
20140110;138.4800000
20140113;139.7000000
20140114;138.1600000
20140115;138.1300000
20140116;137.9000000
20140117;137.3000000
20140120;137.3500000
20140121;140.0600000
20140122;145.7200000
20140123;145.2000000
20140124;144.3200000
20140127;146.0000000
20140128;147.6700000
20140129;147.9300000
20140130;147.8000000
20140131;147.3200000
20140203;145.4000000
20140204;140.3600000
20140205;141.2900000
20140206;142.3000000
20140207;144.2600000
20140210;146.8700000
20140211;147.0300000
20140212;148.2000000
20140213;147.8100000
20140214;146.6600000
20140217;149.8500000
20140218;151.5100000
20140219;152.6500000
20140220;146.7000000
20140221;148.9600000
20140224;149.2000000
20140225;149.6000000
20140226;146.5100000
20140227;143.7500000
20140228;140.9700000
20140303;134.8800000
20140304;121.0100000
20140305;130.6400000
20140306;125.9000000
20140307;123.8800000
20140311;123.4800000
20140312;119.8500000
20140313;120.3200000
20140314;117.0300000
20140317;119.9500000
20140318;121.6600000
20140319;127.2000000
20140320;124.8400000
20140321;124.4000000
20140324;124.5800000
20140325;124.0000000
20140326;128.5500000
20140327;132.0000000
20140328;131.4000000
20140331;132.9000000
20140401;135.8000000
20140402;135.7500000
20140403;134.9700000
20140404;134.7500000
20140407;136.0100000
20140408;134.0500000
20140409;133.3000000
20140410;132.8600000
20140411;132.9600000
20140414;133.1200000
20140415;130.5600000
20140416;128.0200000
20140417;129.3600000
20140418;132.5000000
20140421;133.8600000
20140422;132.7700000
20140423;131.5000000
20140424;130.4900000
20140425;125.9700000
20140428;124.4100000
20140429;129.5000000
20140430;128.5100000
20140502;127.9000000
20140505;126.2900000
20140506;126.5000000
20140507;128.9600000
20140508;134.2000000
20140512;136.0600000
20140513;136.1100000
20140514;138.4300000
20140515;139.9800000
20140516;140.8000000
20140519;144.5000000
20140520;148.3400000
20140521;144.5000000
20140522;146.9500000
